street,city,zip,state,beds,baths,sq_m,type,sale_date,price,latitude,longitude
8916 GABLES MILL PL,Elk Grove,95758,CA,3,2,124.49,Residential,2008-05-15,174000,38.433919,-121.422347
1140 EDMONTON DR,Sacramento,95833,CA,3,2,111.85,Residential,2008-05-15,174250,38.62457,-121.48691299999999
8879 APPLE PEAR CT,Elk Grove,95624,CA,4,2,137.22,Residential,2008-05-15,176850,38.44574,-121.3725
9 WIND CT,Sacramento,95823,CA,4,2,139.07,Residential,2008-05-15,179500,38.45073,-121.42752800000001
8570 SHERATON DR,Fair Oaks,95628,CA,3,1,89.19,Residential,2008-05-15,185000,38.667254,-121.24070800000001
1550 TOPANGA LN Unit 207,Lincoln,95648,CA,0,0,0.0,Condo,2008-05-15,188000,38.884170000000005,-121.270222
1080 RIO NORTE WAY,Sacramento,95834,CA,3,2,132.66,Residential,2008-05-15,188700,38.634335,-121.486098
5501 VALLETTA WAY,Sacramento,95820,CA,3,1,96.53,Residential,2008-05-15,189000,38.530144,-121.43749
5624 MEMORY LN,Fair Oaks,95628,CA,3,1,142.05,Residential,2008-05-15,189000,38.66745,-121.2364
6622 WILLOWLEAF DR,Citrus Heights,95621,CA,4,3,175.77,Residential,2008-05-15,189836,38.699714,-121.31163500000001
27 MEGAN CT,Sacramento,95838,CA,4,2,175.31,Residential,2008-05-15,190000,38.649258,-121.46530800000001
6601 WOODMORE OAKS DR,Orangevale,95662,CA,3,2,120.22,Residential,2008-05-15,191250,38.687006,-121.254319
1973 DANVERS WAY,Sacramento,95832,CA,3,2,152.17,Residential,2008-05-15,191675,38.477568,-121.492574
8001 ARROYO VISTA DR,Sacramento,95823,CA,3,2,155.8,Residential,2008-05-15,195500,38.46734,-121.419843
7409 VOYAGER WAY,Citrus Heights,95621,CA,3,1,99.68,Residential,2008-05-15,198000,38.700717,-121.3133
815 CROSSWIND DR,Sacramento,95838,CA,3,2,114.36,Residential,2008-05-15,200000,38.651385999999995,-121.45042
5509 LAGUNA CREST WAY,Elk Grove,95758,CA,3,2,109.16,Residential,2008-05-15,200000,38.42442,-121.440357
8424 MERRY HILL WAY,Elk Grove,95624,CA,3,2,131.55,Residential,2008-05-15,200000,38.452075,-121.36646100000002
1525 PENNSYLVANIA AVE,West Sacramento,95691,CA,0,0,0.0,Residential,2008-05-15,200100,38.569943,-121.52753899999999
5954 BRIDGECROSS DR,Sacramento,95835,CA,3,2,126.16,Residential,2008-05-15,201528,38.68197,-121.500025
8789 SEQUOIA WOOD CT,Elk Grove,95624,CA,4,2,149.48,Residential,2008-05-15,204750,38.438818,-121.37443
6600 SILVERTHORNE CIR,Sacramento,95842,CA,4,3,182.83,Residential,2008-05-15,205000,38.68607,-121.34236899999999
2221 2ND AVE,Sacramento,95818,CA,2,2,101.17,Residential,2008-05-15,205000,38.555781,-121.485331
3230 SMATHERS WAY,Carmichael,95608,CA,3,2,120.4,Residential,2008-05-15,205900,38.623371999999996,-121.34766499999999
5209 LAGUNA CREST WAY,Elk Grove,95758,CA,2,2,110.46,Residential,2008-05-15,207000,38.424421,-121.44391499999999
416 LEITCH AVE,Sacramento,95815,CA,2,1,73.86,Residential,2008-05-15,207973,38.612694,-121.45666899999999
2100 BEATTY WAY,Roseville,95747,CA,3,2,127.37,Residential,2008-05-15,208250,38.737882,-121.30814199999999
6920 GILLINGHAM WAY,North Highlands,95660,CA,3,1,121.7,Residential,2008-05-15,208318,38.694278999999995,-121.373395
82 WILDFLOWER DR,Galt,95632,CA,3,2,117.24,Residential,2008-05-15,209347,38.259708,-121.31161599999999
8652 BANTON CIR,Elk Grove,95624,CA,4,2,161.65,Residential,2008-05-15,211500,38.444,-121.370993
8428 MISTY PASS WAY,Antelope,95843,CA,3,2,140.93,Residential,2008-05-15,212000,38.722959,-121.34711499999999
7958 ROSEVIEW WAY,Sacramento,95828,CA,3,2,134.71,Residential,2008-05-15,213000,38.467836,-121.410366
9020 LUKEN CT,Elk Grove,95624,CA,3,2,131.55,Residential,2008-05-15,216000,38.451398,-121.36661399999998
7809 VALLECITOS WAY,Sacramento,95828,CA,3,1,82.5,Residential,2008-05-15,216021,38.508217,-121.411207
8445 OLD AUBURN RD,Citrus Heights,95610,CA,3,2,174.84,Residential,2008-05-15,219000,38.715423,-121.246743
10085 ATKINS DR,Elk Grove,95757,CA,3,2,120.96,Residential,2008-05-15,219794,38.390893,-121.437821
9185 CERROLINDA CIR,Elk Grove,95758,CA,3,2,131.74,Residential,2008-05-15,220000,38.424496999999995,-121.42659499999999
9197 CORTINA CIR,Roseville,95678,CA,3,2,0.0,Condo,2008-05-15,220000,38.793152,-121.290025
5429 HESPER WAY,Carmichael,95608,CA,4,2,122.54,Residential,2008-05-15,220000,38.665104,-121.315901
1178 WARMWOOD CT,Galt,95632,CA,4,2,164.44,Residential,2008-05-15,220000,38.289544,-121.28460700000001
4900 ELUDE CT,Sacramento,95842,CA,4,2,151.15,Residential,2008-05-15,223000,38.696740000000005,-121.35051899999999
3557 SODA WAY,Sacramento,95834,CA,0,0,0.0,Residential,2008-05-15,224000,38.631026,-121.501879
3528 SAINT GEORGE DR,Sacramento,95821,CA,3,1,96.62,Residential,2008-05-15,224000,38.629468,-121.37644499999999
7381 WASHBURN WAY,North Highlands,95660,CA,3,1,89.19,Residential,2008-05-15,224252,38.70355,-121.375103
2181 WINTERHAVEN CIR,Cameron Park,95682,CA,3,2,0.0,Residential,2008-05-15,224500,38.69757,-120.99573899999999
7540 HICKORY AVE,Orangevale,95662,CA,3,1,135.27,Residential,2008-05-15,225000,38.703056,-121.235221
5024 CHAMBERLIN CIR,Elk Grove,95757,CA,3,2,134.71,Residential,2008-05-15,228000,38.389756,-121.446246
2400 INVERNESS DR,Lincoln,95648,CA,3,2,126.16,Residential,2008-05-15,229027,38.897814000000004,-121.32469099999999
5 BISHOPGATE CT,Sacramento,95823,CA,4,2,123.47,Residential,2008-05-15,229500,38.467936,-121.445477
5601 REXLEIGH DR,Sacramento,95823,CA,4,2,159.33,Residential,2008-05-15,230000,38.445342,-121.44150400000001
1909 YARNELL WAY,Elk Grove,95758,CA,3,2,117.24,Residential,2008-05-15,230000,38.417382,-121.484325
9169 GARLINGTON CT,Sacramento,95829,CA,4,3,211.82,Residential,2008-05-15,232425,38.457679,-121.35961999999999
6932 RUSKUT WAY,Sacramento,95823,CA,3,2,137.22,Residential,2008-05-15,234000,38.499893,-121.45889
7933 DAFFODIL WAY,Citrus Heights,95610,CA,3,2,112.97,Residential,2008-05-15,235000,38.708824,-121.256803
8304 RED FOX WAY,Elk Grove,95758,CA,4,2,156.54,Residential,2008-05-15,235301,38.417,-121.397424
3882 YELLOWSTONE LN,El Dorado Hills,95762,CA,3,2,126.53,Residential,2008-05-15,235738,38.655245,-121.075915
